,#date,stato,#adm1+pcode,#adm1+name,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,#affected+infected+dead+total,casi_da_sospetto_diagnostico,casi_da_screening,#affected+infected+confirmed+total,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
4155,2020-09-08T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,15,2,17,354,371,5,7,1483,81,1538.0,397.0,1935,168329,102837.0,,,,
4158,2020-09-09T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,35,2,37,469,506,-17,5,2943,472,3427.0,494.0,3921,169023,109697.0,"Dal totale dei positivi sono stati sottratti 3 casi di ieri, in quanto in carico ad altra Regione.",,,
4164,2020-09-09T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,358,9,367,3903,4270,146,175,7363,881,6943.0,5571.0,12514,678461,563118.0,,,,
4167,2020-09-09T17:00:00,ITA,11,Marche,43.61675973,13.5188753,14,2,16,394,410,13,19,6005,988,7403.0,0.0,7403,217465,129006.0,,,,
4175,2020-09-09T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,69,11,80,2061,2141,62,88,9358,1147,10939.0,1707.0,12646,601979,404903.0,,,,
4176,2020-09-09T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,17,2,19,354,373,2,33,1514,81,1545.0,423.0,1968,170159,103775.0,,,,
4179,2020-09-10T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,35,3,38,474,512,6,11,2948,472,3433.0,499.0,3932,170623,110567.0,,,,
4185,2020-09-10T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,372,9,381,4001,4382,112,163,7413,882,6968.0,5709.0,12677,688893,571817.0,,,,
4188,2020-09-10T17:00:00,ITA,11,Marche,43.61675973,13.5188753,11,2,13,426,439,29,40,6015,989,7443.0,0.0,7443,219106,129830.0,,,,
4196,2020-09-10T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,74,13,87,2127,2214,73,92,9377,1147,10971.0,1767.0,12738,609191,409901.0,,,,
4197,2020-09-10T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,16,3,19,371,390,17,24,1521,81,1549.0,443.0,1992,172063,104824.0,,,,
4200,2020-09-11T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,36,4,40,501,541,29,35,2954,472,3467.0,500.0,3967,172308,111700.0,,,,
4206,2020-09-11T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,365,14,379,4097,4476,94,148,7466,883,7007.0,5818.0,12825,700514,581864.0,,,,
4209,2020-09-11T17:00:00,ITA,11,Marche,43.61675973,13.5188753,13,2,15,451,466,27,41,6029,989,7484.0,0.0,7484,220614,130636.0,,,,
4217,2020-09-11T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,72,17,89,2223,2312,98,147,9425,1148,11027.0,1858.0,12885,616766,414906.0,,,,
4218,2020-09-11T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,19,4,23,372,395,5,17,1533,81,1559.0,450.0,2009,173381,105483.0,,,,
4221,2020-09-12T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,37,3,40,504,544,3,11,2962,472,3468.0,510.0,3978,173892,112658.0,,,,
4227,2020-09-12T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,401,16,417,4204,4621,145,155,7475,884,7050.0,5930.0,12980,710853,590692.0,,,,
4230,2020-09-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,12,2,14,472,486,20,27,6036,989,7511.0,0.0,7511,222457,131401.0,,,,
4238,2020-09-12T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,74,18,92,2310,2402,90,138,9473,1148,11095.0,1928.0,13023,623464,419422.0,,,,
4239,2020-09-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,18,4,22,397,419,24,33,1542,81,1564.0,478.0,2042,174791,106482.0,,,,
4242,2020-09-13T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,41,3,44,535,579,35,37,2964,472,3503.0,512.0,4015,175854,113956.0,,,,
4248,2020-09-13T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,424,17,441,4314,4755,134,143,7483,885,7086.0,6037.0,13123,720433,598963.0,,,,
4251,2020-09-13T17:00:00,ITA,11,Marche,43.61675973,13.5188753,14,2,16,504,520,34,39,6041,989,7550.0,0.0,7550,224119,132323.0,,,,
4259,2020-09-13T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,80,17,97,2362,2459,57,91,9506,1149,11112.0,2002.0,13114,630201,424101.0,,,,
4260,2020-09-13T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,19,4,23,415,438,19,24,1547,81,1568.0,498.0,2066,176517,107219.0,,,,
4263,2020-09-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,41,4,45,532,577,-2,1,2966,473,3507.0,509.0,4016,175960,114031.0,,,,
4269,2020-09-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,410,17,427,4469,4896,141,181,7523,885,7136.0,6168.0,13304,729251,606736.0,,,,
4272,2020-09-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,15,2,17,511,528,8,11,6044,989,7561.0,0.0,7561,224672,132543.0,,,,
4280,2020-09-14T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,82,18,100,2400,2500,41,59,9523,1150,11136.0,2037.0,13173,633578,426415.0,,,,
4281,2020-09-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,19,5,24,419,443,5,12,1554,81,1574.0,504.0,2078,177109,107533.0,,,,
4284,2020-09-15T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,42,4,46,545,591,14,18,2970,473,3520.0,514.0,4034,176979,114687.0,,,,
4290,2020-09-15T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,453,18,471,4526,4997,101,139,7559,887,7165.0,6278.0,13443,736978,614394.0,,,,
4293,2020-09-15T17:00:00,ITA,11,Marche,43.61675973,13.5188753,17,2,19,517,536,8,14,6050,989,7575.0,0.0,7575,225931,133279.0,,,,
4301,2020-09-15T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,93,17,110,2417,2527,27,41,9536,1151,11151.0,2063.0,13214,638071,429310.0,,,,
4302,2020-09-15T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,23,6,29,430,459,16,22,1560,81,1581.0,519.0,2100,179299,108521.0,,,,
4305,2020-09-16T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,42,5,47,559,606,15,18,2973,473,3533.0,519.0,4052,178556,115700.0,,,,
4311,2020-09-16T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,467,18,485,4643,5128,131,165,7593,887,7208.0,6400.0,13608,744889,621049.0,,,,
4314,2020-09-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,15,2,17,544,561,25,38,6063,989,7613.0,0.0,7613,227277,134034.0,,,,
4322,2020-09-16T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,88,20,108,2480,2588,61,90,9565,1151,11177.0,2127.0,13304,644645,433964.0,,,,
4323,2020-09-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,27,5,32,436,468,9,17,1568,81,1583.0,534.0,2117,181097,109462.0,,,,
4326,2020-09-17T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,45,5,50,582,632,26,33,2978,473,3559.0,524.0,4083,180302,116740.0,,,,
4332,2020-09-17T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,492,16,508,4775,5283,155,181,7617,889,7259.0,6530.0,13789,754270,629051.0,,,,
4335,2020-09-17T17:00:00,ITA,11,Marche,43.61675973,13.5188753,20,2,22,560,582,21,37,6079,989,7650.0,0.0,7650,228972,135016.0,,,,
4343,2020-09-17T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,89,20,109,2541,2650,62,119,9621,1152,11228.0,2195.0,13423,652362,439124.0,,,,
4344,2020-09-17T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,25,5,30,437,467,-1,22,1590,82,1585.0,554.0,2139,182856,110422.0,,,,
4347,2020-09-18T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,48,5,53,626,679,47,54,2984,474,3603.0,534.0,4137,182106,117719.0,,,,
4353,2020-09-18T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,459,17,476,4937,5413,130,193,7680,889,7306.0,6676.0,13982,764828,637844.0,,,,
4356,2020-09-18T17:00:00,ITA,11,Marche,43.61675973,13.5188753,22,1,23,583,606,24,29,6084,989,7679.0,0.0,7679,230491,135887.0,,,,
4364,2020-09-18T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,95,21,116,2584,2700,50,99,9670,1152,11271.0,2251.0,13522,660245,444645.0,,,,
4365,2020-09-18T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,27,5,32,423,455,-12,21,1623,82,1592.0,568.0,2160,184540,111396.0,,,,
4368,2020-09-19T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,48,5,53,626,679,0,0,2984,474,3603.0,534.0,4137,182106,117719.0,nel prossimo weekend non ci sarà possibile elaborare i dati COVID.,,,
4374,2020-09-19T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,445,22,467,5071,5538,125,197,7751,890,7376.0,6803.0,14179,774925,646453.0,,,,
4377,2020-09-19T17:00:00,ITA,11,Marche,43.61675973,13.5188753,23,2,25,596,621,15,24,6093,989,7703.0,0.0,7703,231949,136589.0,,,,
4385,2020-09-19T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,88,21,109,2718,2827,127,143,9686,1152,11342.0,2323.0,13665,668896,450613.0,,,,
4386,2020-09-19T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,27,4,31,440,471,16,32,1638,83,1601.0,591.0,2192,186307,112361.0,,,,
4389,2020-09-20T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,48,5,53,626,679,0,0,2984,474,3603.0,534.0,4137,182106,117719.0,La Regione Abruzzo comunica che non sarà possibile elaborare i dati COVID per i giorni 19 e 20 settembre. Per questi giorni verrano riportati gli stessi valori del 18 settembre; l'aggiornamento avverrà il 21 settembre.,,,
4395,2020-09-20T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,422,23,445,5244,5689,151,165,7765,890,7410.0,6934.0,14344,784389,655297.0,,,,
4398,2020-09-20T17:00:00,ITA,11,Marche,43.61675973,13.5188753,21,2,23,619,642,21,31,6103,989,7734.0,0.0,7734,233406,137510.0,,,,
4406,2020-09-20T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,86,23,109,2847,2956,129,147,9704,1152,11394.0,2418.0,13812,676932,455978.0,,,,
4407,2020-09-20T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,29,4,33,452,485,14,24,1648,83,1607.0,609.0,2216,187607,113041.0,,,,
4410,2020-09-21T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,58,5,63,676,739,60,72,2995,475,3657.0,552.0,4209,186082,120157.0,,,,
4416,2020-09-21T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,466,27,493,5347,5840,151,198,7807,895,7467.0,7075.0,14542,792675,662743.0,,,,
4419,2020-09-21T17:00:00,ITA,11,Marche,43.61675973,13.5188753,24,2,26,624,650,8,17,6112,989,7751.0,0.0,7751,233956,137930.0,,,,
4427,2020-09-21T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,94,23,117,2901,3018,62,84,9726,1152,11423.0,2473.0,13896,681070,459147.0,,,,
4428,2020-09-21T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,25,4,29,439,468,-17,5,1669,84,1612.0,609.0,2221,188200,113380.0,,,,
4431,2020-09-22T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,54,5,59,683,742,3,18,3010,475,3669.0,558.0,4227,187204,120852.0,,,,
4437,2020-09-22T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,482,31,513,5517,6030,190,238,7851,899,7552.0,7228.0,14780,801697,669956.0,,,,
4440,2020-09-22T17:00:00,ITA,11,Marche,43.61675973,13.5188753,24,3,27,633,660,10,18,6120,989,7769.0,0.0,7769,235017,138616.0,,,,
4448,2020-09-22T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,98,21,119,2939,3058,40,74,9760,1152,11457.0,2513.0,13970,686702,462715.0,,,,
4449,2020-09-22T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,28,4,32,437,469,1,26,1694,84,1616.0,631.0,2247,190643,114754.0,,,,
4452,2020-09-23T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,55,4,59,701,760,18,22,3012,477,3689.0,560.0,4249,189052,122050.0,,,,
4458,2020-09-23T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,521,32,553,5631,6184,154,195,7889,902,7603.0,7372.0,14975,810809,678371.0,,,,
4461,2020-09-23T17:00:00,ITA,11,Marche,43.61675973,13.5188753,24,4,28,658,686,26,32,6126,989,7801.0,0.0,7801,236514,139445.0,,,,
4469,2020-09-23T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,97,24,121,2933,3054,-4,90,9853,1153,11493.0,2567.0,14060,694204,467414.0,,,,
4470,2020-09-23T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,30,3,33,435,468,-1,19,1713,85,1620.0,646.0,2266,192524,115748.0,,,,
4473,2020-09-24T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,50,4,54,716,770,10,17,3019,477,3683.0,583.0,4266,190927,123127.0,,,,
4479,2020-09-24T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,544,35,579,5768,6347,163,230,7956,902,7676.0,7529.0,15205,820760,686623.0,,,,
4482,2020-09-24T17:00:00,ITA,11,Marche,43.61675973,13.5188753,25,3,28,672,700,14,17,6129,989,7818.0,0.0,7818,238026,140335.0,,,,
4490,2020-09-24T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,95,24,119,3037,3156,102,156,9907,1153,11569.0,2647.0,14216,701914,472376.0,,,,
4491,2020-09-24T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,30,3,33,442,475,7,29,1735,85,1629.0,666.0,2295,194216,116814.0,,,,
4494,2020-09-25T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,58,5,63,754,817,47,51,3023,477,3709.0,608.0,4317,192553,124138.0,,,,
4500,2020-09-25T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,563,36,599,5892,6491,144,230,8040,904,7739.0,7696.0,15435,831786,695956.0,,,,
4503,2020-09-25T17:00:00,ITA,11,Marche,43.61675973,13.5188753,22,2,24,697,721,21,33,6140,990,7851.0,0.0,7851,239573,141222.0,,,,
4511,2020-09-25T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,87,24,111,3150,3261,105,139,9938,1156,11622.0,2733.0,14355,709159,477064.0,,,,
4512,2020-09-25T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,32,3,35,450,485,10,23,1748,85,1641.0,677.0,2318,196077,117862.0,,,,
4515,2020-09-26T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,54,5,59,762,821,4,16,3035,477,3717.0,616.0,4333,194249,124985.0,,,,
4521,2020-09-26T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,591,35,626,6041,6667,176,219,8081,906,7797.0,7857.0,15654,841577,703206.0,,,,
4524,2020-09-26T17:00:00,ITA,11,Marche,43.61675973,13.5188753,23,2,25,716,741,20,26,6146,990,7877.0,0.0,7877,241151,142155.0,,,,
4532,2020-09-26T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,84,24,108,3219,3327,66,110,9981,1157,11683.0,2782.0,14465,716112,481455.0,,,,
4533,2020-09-26T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,34,3,37,463,500,15,35,1768,85,1646.0,707.0,2353,198085,118947.0,,,,
4536,2020-09-27T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,50,5,55,807,862,41,47,3040,478,3759.0,621.0,4380,196437,126265.0,,,,
4542,2020-09-27T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,610,38,648,6161,6809,142,181,8119,907,7866.0,7969.0,15835,850428,710057.0,,,,
4545,2020-09-27T17:00:00,ITA,11,Marche,43.61675973,13.5188753,20,2,22,738,760,19,24,6151,990,7901.0,0.0,7901,242750,143076.0,,,,
4553,2020-09-27T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,82,23,105,3302,3407,80,101,10002,1157,11728.0,2838.0,14566,723653,486576.0,,,,
4554,2020-09-27T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,33,3,36,465,501,1,21,1788,85,1651.0,723.0,2374,200150,120300.0,,,,
4557,2020-09-28T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,54,4,58,799,857,-5,4,3048,479,3763.0,621.0,4384,196626,126392.0,,,,
4563,2020-09-28T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,640,41,681,6240,6921,112,211,8215,910,7929.0,8117.0,16046,858334,716730.0,,,,
4566,2020-09-28T17:00:00,ITA,11,Marche,43.61675973,13.5188753,25,4,29,733,762,2,5,6154,990,7906.0,0.0,7906,243132,143293.0,,,,
4574,2020-09-28T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,93,22,115,3278,3393,-14,85,10098,1160,11759.0,2892.0,14651,728049,489436.0,,,,
4575,2020-09-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,38,3,41,467,508,7,11,1792,85,1655.0,730.0,2385,200751,120628.0,,,,
4578,2020-09-29T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,52,4,56,809,865,8,14,3051,481,3764.0,633.0,4397,197714,126999.0,Dai positivi è stato sottratto un caso di ieri già in carico ad altra regione,,,
4584,2020-09-29T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,674,45,719,6330,7049,128,219,8303,913,7999.0,8266.0,16265,867704,724000.0,,,,
4587,2020-09-29T17:00:00,ITA,11,Marche,43.61675973,13.5188753,26,3,29,752,781,19,26,6161,990,7932.0,0.0,7932,244672,144152.0,,,,
4595,2020-09-29T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,97,20,117,3251,3368,-25,56,10175,1164,11776.0,2931.0,14707,732780,492445.0,,,,
4596,2020-09-29T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,39,3,42,478,520,12,23,1803,85,1659.0,749.0,2408,203384,121933.0,,,,
4599,2020-09-30T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,52,5,57,824,881,16,23,3057,481,3778.0,641.0,4419,199492,128012.0,Dai positivi è stato sottratto un caso di ieri già in carico ad altra regione,,,
4605,2020-09-30T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,659,47,706,6442,7148,99,210,8409,918,8086.0,8389.0,16475,878047,732123.0,,,,
4608,2020-09-30T17:00:00,ITA,11,Marche,43.61675973,13.5188753,28,2,30,765,795,14,23,6170,990,7955.0,0.0,7955,246287,144940.0,,,,
4616,2020-09-30T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,97,22,119,3283,3402,34,120,10261,1164,11834.0,2993.0,14827,740483,497351.0,,,,
4617,2020-09-30T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,39,3,42,495,537,17,46,1832,85,1668.0,786.0,2454,205324,122979.0,,,,
4620,2020-10-01T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,52,5,57,852,909,28,30,3059,481,3799.0,650.0,4449,201484,129248.0,,,,
4626,2020-10-01T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,666,49,715,6628,7343,195,265,8474,923,8177.0,8563.0,16740,889420,740268.0,,,,
4629,2020-10-01T17:00:00,ITA,11,Marche,43.61675973,13.5188753,24,6,30,783,813,18,28,6180,990,7983.0,0.0,7983,248424,145986.0,,,,
4637,2020-10-01T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,106,22,128,3340,3468,66,144,10338,1165,11900.0,3071.0,14971,748736,502556.0,,,,
4638,2020-10-01T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,38,3,41,521,562,25,46,1853,85,1681.0,819.0,2500,207255,124094.0,,,,
4641,2020-10-02T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,58,6,64,874,938,29,49,3079,481,3845.0,653.0,4498,203892,130591.0,,,,
4647,2020-10-02T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,678,49,727,6820,7547,204,264,8529,928,8258.0,8746.0,17004,901372,749852.0,,,,
4650,2020-10-02T17:00:00,ITA,11,Marche,43.61675973,13.5188753,25,4,29,815,844,31,42,6191,990,8025.0,0.0,8025,250543,147169.0,,,,
4658,2020-10-02T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,103,24,127,3504,3631,163,223,10398,1165,11987.0,3207.0,15194,757609,508398.0,,,,
4659,2020-10-02T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,39,4,43,567,610,48,62,1867,85,1686.0,876.0,2562,209180,125136.0,,,,
4662,2020-10-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,66,6,72,890,962,24,42,3097,481,3874.0,666.0,4540,205994,131710.0,,,,
4668,2020-10-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,711,47,758,6967,7725,178,261,8607,933,8335.0,8930.0,17265,914721,759903.0,,,,
4671,2020-10-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,23,6,29,867,896,52,59,6197,991,8084.0,0.0,8084,252602,148490.0,,,,
4679,2020-10-03T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,99,24,123,3667,3790,159,197,10435,1166,12084.0,3307.0,15391,766448,514176.0,,,,
4680,2020-10-03T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,41,5,46,588,634,24,42,1885,85,1696.0,908.0,2604,211319,126315.0,,,,
4683,2020-10-04T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,70,6,76,919,995,33,37,3101,481,3911.0,666.0,4577,208336,132948.0,,,,
4689,2020-10-04T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,737,48,785,7148,7933,208,244,8637,939,8425.0,9084.0,17509,926458,768942.0,,,,
4692,2020-10-04T17:00:00,ITA,11,Marche,43.61675973,13.5188753,24,6,30,911,941,45,59,6210,992,8143.0,0.0,8143,254464,149612.0,,,,
4700,2020-10-04T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,99,26,125,3837,3962,172,188,10451,1166,12196.0,3383.0,15579,774753,519910.0,,,,
4701,2020-10-04T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,42,4,46,649,695,61,72,1895,86,1710.0,966.0,2676,213445,127485.0,,,,
4704,2020-10-05T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,72,7,79,938,1017,22,30,3108,482,3925.0,682.0,4607,209580,133682.0,,,,
4710,2020-10-05T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,764,48,812,7330,8142,209,248,8671,944,8505.0,9252.0,17757,937860,778041.0,,,,
4713,2020-10-05T17:00:00,ITA,11,Marche,43.61675973,13.5188753,28,6,34,920,954,13,22,6219,992,8165.0,0.0,8165,255176,150061.0,,,,
4721,2020-10-05T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,112,32,144,3921,4065,103,185,10531,1168,12297.0,3467.0,15764,780067,523569.0,,,,
4722,2020-10-05T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,42,5,47,659,706,11,19,1903,86,1713.0,982.0,2695,213866,127714.0,,,,
4725,2020-10-06T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,81,6,87,971,1058,41,48,3113,484,3964.0,691.0,4655,211128,134677.0,,,,
4731,2020-10-06T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,774,44,818,7472,8290,148,275,8794,948,8611.0,9421.0,18032,948715,786768.0,,,,
4734,2020-10-06T17:00:00,ITA,11,Marche,43.61675973,13.5188753,29,6,35,947,982,28,35,6226,992,8200.0,0.0,8200,256738,150966.0,,,,
4742,2020-10-06T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,117,28,145,4054,4199,134,209,10606,1168,12422.0,3551.0,15973,787032,528501.0,,,,
4743,2020-10-06T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,45,5,50,698,748,42,62,1923,86,1727.0,1030.0,2757,216488,129274.0,,,,
4746,2020-10-07T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,88,6,94,1004,1098,40,61,3132,485,4002.0,713.0,4715,213635,136225.0,Dai positivi è stato sottratto un caso comunicato il 5/10 già in carico ad altra regione,,,
4752,2020-10-07T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,808,48,856,7724,8580,290,357,8855,954,8713.0,9676.0,18389,960623,795451.0,,,,
4755,2020-10-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,31,5,36,1016,1052,70,84,6240,992,8284.0,0.0,8284,259255,152490.0,,,,
4763,2020-10-07T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,123,28,151,4279,4430,231,300,10673,1170,12593.0,3680.0,16273,797046,535058.0,,,,
4764,2020-10-07T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,44,8,52,756,808,60,65,1928,86,1742.0,1080.0,2822,218766,135552.0,,,,
4767,2020-10-08T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,90,7,97,1055,1152,54,68,3145,486,4061.0,722.0,4783,215967,137364.0,,,,
4773,2020-10-08T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,821,55,876,7976,8852,272,359,8936,960,8845.0,9903.0,18748,973956,805125.0,,,,
4776,2020-10-08T17:00:00,ITA,11,Marche,43.61675973,13.5188753,34,5,39,1068,1107,55,66,6251,992,8350.0,0.0,8350,261317,153648.0,,,,
4784,2020-10-08T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,132,27,159,4590,4749,319,339,10693,1170,12785.0,3827.0,16612,806096,541159.0,,,,
4785,2020-10-08T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,50,8,58,805,863,55,84,1956,87,1770.0,1136.0,2906,221146,131965.0,,,,
4788,2020-10-09T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,100,7,107,1142,1249,97,103,3150,487,4131.0,755.0,4886,218754,138835.0,,,,
4794,2020-10-09T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,853,57,910,8276,9186,334,387,8983,966,8987.0,10148.0,19135,988395,815474.0,,,,
4797,2020-10-09T17:00:00,ITA,11,Marche,43.61675973,13.5188753,37,3,40,1105,1145,38,49,6262,992,8399.0,0.0,8399,263612,154836.0,,,,
4805,2020-10-09T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,140,30,170,4951,5121,372,483,10801,1173,13074.0,4021.0,17095,816877,548458.0,,,,
4806,2020-10-09T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,55,8,63,937,1000,137,151,1970,87,1810.0,1247.0,3057,223791,133522.0,,,,
4809,2020-10-10T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,110,7,117,1224,1341,92,94,3152,487,4194.0,786.0,4980,221142,140150.0,,,,
4815,2020-10-10T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,884,57,941,8564,9505,319,384,9042,972,9070.0,10449.0,19519,1002753,826222.0,,,,
4818,2020-10-10T17:00:00,ITA,11,Marche,43.61675973,13.5188753,41,3,44,1159,1203,58,86,6290,992,8485.0,0.0,8485,266010,156147.0,,,,
4826,2020-10-10T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,160,30,190,5450,5640,519,548,10830,1173,13504.0,4139.0,17643,828114,556336.0,,,,
4827,2020-10-10T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,56,8,64,1046,1110,110,132,1991,88,1824.0,1365.0,3189,225964,134818.0,,,,
